,Index,Dis No,Year,Disaster Subtype,Country,ISO,Region,Continent,Associated Dis,Associated Dis2,Appeal,Declaration,Dis Mag Value,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,CPI,Location,Code,country,latitude,longitude,name,num,GDP_Scale,GDP_value,HE_value,FAO_Item,FAO_Value,Population_value,No,Index
135,50,2003-0391-FRA,2003,Heat wave,France,FRA,Western Europe,Europe,Drought,,,,43.0,2003,8,1.0,2003,8,20.0,19490.0,,,,,67.8888956921058,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",FR,FR,46.227638,2.213749,France,50,Millions,1630666,3006.3059082,Vegetables Primary,217498,60252.0,50,50
136,52,2003-0250-IND,2003,Heat wave,India,IND,Southern Asia,Asia,Drought,,,,49.0,2003,5,14.0,2003,6,6.0,1210.0,,,,,67.8888956921058,"Andhra Pradesh, Orissa, Tamil Nadu, Vidarbha (=part of Maharashtra), Chhattisgarh, Jharkland, Uttar Pradesh, Rajasthan, Madhya Pradesh, Bihar provinces",IN,IN,20.593684,78.96288,India,52,Millions,...,21.99779892,"Cereals, Total",23994,1111523.0,52,52
137,52,2003-0250-IND,2003,Heat wave,India,IND,Southern Asia,Asia,Drought,,,,49.0,2003,5,14.0,2003,6,6.0,1210.0,,,,,67.8888956921058,"Andhra Pradesh, Orissa, Tamil Nadu, Vidarbha (=part of Maharashtra), Chhattisgarh, Jharkland, Uttar Pradesh, Rajasthan, Madhya Pradesh, Bihar provinces",IN,IN,20.593684,78.96288,India,52,Millions,...,21.99779892,Fruit Primary,117974,1111523.0,52,52
138,52,2003-0250-IND,2003,Heat wave,India,IND,Southern Asia,Asia,Drought,,,,49.0,2003,5,14.0,2003,6,6.0,1210.0,,,,,67.8888956921058,"Andhra Pradesh, Orissa, Tamil Nadu, Vidarbha (=part of Maharashtra), Chhattisgarh, Jharkland, Uttar Pradesh, Rajasthan, Madhya Pradesh, Bihar provinces",IN,IN,20.593684,78.96288,India,52,Millions,...,21.99779892,"Milk, Total",8175,1111523.0,52,52
139,52,2003-0250-IND,2003,Heat wave,India,IND,Southern Asia,Asia,Drought,,,,49.0,2003,5,14.0,2003,6,6.0,1210.0,,,,,67.8888956921058,"Andhra Pradesh, Orissa, Tamil Nadu, Vidarbha (=part of Maharashtra), Chhattisgarh, Jharkland, Uttar Pradesh, Rajasthan, Madhya Pradesh, Bihar provinces",IN,IN,20.593684,78.96288,India,52,Millions,...,21.99779892,Vegetables Primary,112951,1111523.0,52,52
140,53,2003-0391-ITA,2003,Heat wave,Italy,ITA,Southern Europe,Europe,Drought,,,,,2003,7,16.0,2003,8,15.0,20089.0,,,,,67.8888956921058,"Milano, Varese districts (Lombardia province), Torino district (Piemonte province), Firenze district (Toscana province), Lecce district (Puglia province), Genova district (Liguria province)",IT,IT,41.87194,12.56738,Italy,53,Millions,1394693.2,2163.02539063,"Cereals, Total",43072,57565.0,53,53
141,53,2003-0391-ITA,2003,Heat wave,Italy,ITA,Southern Europe,Europe,Drought,,,,,2003,7,16.0,2003,8,15.0,20089.0,,,,,67.8888956921058,"Milano, Varese districts (Lombardia province), Torino district (Piemonte province), Firenze district (Toscana province), Lecce district (Puglia province), Genova district (Liguria province)",IT,IT,41.87194,12.56738,Italy,53,Millions,1394693.2,2163.02539063,Fruit Primary,120652,57565.0,53,53
142,53,2003-0391-ITA,2003,Heat wave,Italy,ITA,Southern Europe,Europe,Drought,,,,,2003,7,16.0,2003,8,15.0,20089.0,,,,,67.8888956921058,"Milano, Varese districts (Lombardia province), Torino district (Piemonte province), Firenze district (Toscana province), Lecce district (Puglia province), Genova district (Liguria province)",IT,IT,41.87194,12.56738,Italy,53,Millions,1394693.2,2163.02539063,"Milk, Total",13518,57565.0,53,53
143,53,2003-0391-ITA,2003,Heat wave,Italy,ITA,Southern Europe,Europe,Drought,,,,,2003,7,16.0,2003,8,15.0,20089.0,,,,,67.8888956921058,"Milano, Varese districts (Lombardia province), Torino district (Piemonte province), Firenze district (Toscana province), Lecce district (Puglia province), Genova district (Liguria province)",IT,IT,41.87194,12.56738,Italy,53,Millions,1394693.2,2163.02539063,Vegetables Primary,251590,57565.0,53,53
144,54,2003-0250-BGD,2003,Heat wave,Bangladesh,BGD,Southern Asia,Asia,,,,,40.0,2003,5,10.0,2003,6,12.0,62.0,,,,,67.8888956921058,"Dhaka, Khulna, Rajshahi provinces",BG,BG,42.733883,25.48583,Bulgaria,54,Millions,3487397.49190949,10.27598572,"Cereals, Total",34793,134792.0,54,54
145,54,2003-0250-BGD,2003,Heat wave,Bangladesh,BGD,Southern Asia,Asia,,,,,40.0,2003,5,10.0,2003,6,12.0,62.0,,,,,67.8888956921058,"Dhaka, Khulna, Rajshahi provinces",BG,BG,42.733883,25.48583,Bulgaria,54,Millions,3487397.49190949,10.27598572,Fruit Primary,79989,134792.0,54,54
146,54,2003-0250-BGD,2003,Heat wave,Bangladesh,BGD,Southern Asia,Asia,,,,,40.0,2003,5,10.0,2003,6,12.0,62.0,,,,,67.8888956921058,"Dhaka, Khulna, Rajshahi provinces",BG,BG,42.733883,25.48583,Bulgaria,54,Millions,3487397.49190949,10.27598572,"Milk, Total",1145,134792.0,54,54
147,54,2003-0250-BGD,2003,Heat wave,Bangladesh,BGD,Southern Asia,Asia,,,,,40.0,2003,5,10.0,2003,6,12.0,62.0,,,,,67.8888956921058,"Dhaka, Khulna, Rajshahi provinces",BG,BG,42.733883,25.48583,Bulgaria,54,Millions,3487397.49190949,10.27598572,Vegetables Primary,57959,134792.0,54,54
148,56,2003-0785-DZA,2003,Heat wave,Algeria,DZA,Northern Africa,Africa,,,,,47.0,2003,6,21.0,2003,7,21.0,40.0,,,,,67.8888956921058,Adrar (province?/district?),DZ,DZ,28.033886,1.659626,Algeria,56,Millions,5252300,75.7433548,"Cereals, Total",14703,32264.0,56,56
149,56,2003-0785-DZA,2003,Heat wave,Algeria,DZA,Northern Africa,Africa,,,,,47.0,2003,6,21.0,2003,7,21.0,40.0,,,,,67.8888956921058,Adrar (province?/district?),DZ,DZ,28.033886,1.659626,Algeria,56,Millions,5252300,75.7433548,Fruit Primary,65012,32264.0,56,56
150,56,2003-0785-DZA,2003,Heat wave,Algeria,DZA,Northern Africa,Africa,,,,,47.0,2003,6,21.0,2003,7,21.0,40.0,,,,,67.8888956921058,Adrar (province?/district?),DZ,DZ,28.033886,1.659626,Algeria,56,Millions,5252300,75.7433548,"Milk, Total",2238,32264.0,56,56
151,56,2003-0785-DZA,2003,Heat wave,Algeria,DZA,Northern Africa,Africa,,,,,47.0,2003,6,21.0,2003,7,21.0,40.0,,,,,67.8888956921058,Adrar (province?/district?),DZ,DZ,28.033886,1.659626,Algeria,56,Millions,5252300,75.7433548,Vegetables Primary,118952,32264.0,56,56
152,59,2004-0361-ESP,2004,Heat wave,Spain,ESP,Southern Europe,Europe,,,,,,2004,7,26.0,2004,7,30.0,26.0,,,,,69.7064421605073,"Andalucía, Castilla-La Mancha, Comunidad de Madrid, Comunitat Valenciana, Extremadura, Región de Murcia provinces",ES,ES,40.463667,-3.74922,Spain,59,Millions,859437,1924.4453125,"Cereals, Total",37501,43308.0,59,59
153,59,2004-0361-ESP,2004,Heat wave,Spain,ESP,Southern Europe,Europe,,,,,,2004,7,26.0,2004,7,30.0,26.0,,,,,69.7064421605073,"Andalucía, Castilla-La Mancha, Comunidad de Madrid, Comunitat Valenciana, Extremadura, Región de Murcia provinces",ES,ES,40.463667,-3.74922,Spain,59,Millions,859437,1924.4453125,Fruit Primary,103010,43308.0,59,59
154,59,2004-0361-ESP,2004,Heat wave,Spain,ESP,Southern Europe,Europe,,,,,,2004,7,26.0,2004,7,30.0,26.0,,,,,69.7064421605073,"Andalucía, Castilla-La Mancha, Comunidad de Madrid, Comunitat Valenciana, Extremadura, Región de Murcia provinces",ES,ES,40.463667,-3.74922,Spain,59,Millions,859437,1924.4453125,"Milk, Total",15332,43308.0,59,59
155,59,2004-0361-ESP,2004,Heat wave,Spain,ESP,Southern Europe,Europe,,,,,,2004,7,26.0,2004,7,30.0,26.0,,,,,69.7064421605073,"Andalucía, Castilla-La Mancha, Comunidad de Madrid, Comunitat Valenciana, Extremadura, Región de Murcia provinces",ES,ES,40.463667,-3.74922,Spain,59,Millions,859437,1924.4453125,Vegetables Primary,336376,43308.0,59,59
156,60,2004-0352-JPN,2004,Heat wave,Japan,JPN,Eastern Asia,Asia,,,,,40.0,2004,7,,2004,8,,10.0,300.0,,,300.0,69.7064421605073,Tokyo city (Tookyoo province),JP,JP,36.204824,138.252924,Japan,60,Millions,529400800,2875.93359375,"Cereals, Total",59423,128204.0,60,60
157,60,2004-0352-JPN,2004,Heat wave,Japan,JPN,Eastern Asia,Asia,,,,,40.0,2004,7,,2004,8,,10.0,300.0,,,300.0,69.7064421605073,Tokyo city (Tookyoo province),JP,JP,36.204824,138.252924,Japan,60,Millions,529400800,2875.93359375,Fruit Primary,171709,128204.0,60,60
158,60,2004-0352-JPN,2004,Heat wave,Japan,JPN,Eastern Asia,Asia,,,,,40.0,2004,7,,2004,8,,10.0,300.0,,,300.0,69.7064421605073,Tokyo city (Tookyoo province),JP,JP,36.204824,138.252924,Japan,60,Millions,529400800,2875.93359375,"Milk, Total",69789,128204.0,60,60
159,60,2004-0352-JPN,2004,Heat wave,Japan,JPN,Eastern Asia,Asia,,,,,40.0,2004,7,,2004,8,,10.0,300.0,,,300.0,69.7064421605073,Tokyo city (Tookyoo province),JP,JP,36.204824,138.252924,Japan,60,Millions,529400800,2875.93359375,Vegetables Primary,284290,128204.0,60,60
160,63,2003-0391-LUX,2003,Heat wave,Luxembourg,LUX,Western Europe,Europe,,,,,,2003,7,,2003,7,,170.0,,,,,67.8888956921058,"Diekirch, Grevenmacher, Luxembourg provinces",LU,LU,49.815273,6.129583,Luxembourg,63,Millions,26227.287,4607.40283203,"Cereals, Total",56780,447.0,63,63
161,63,2003-0391-LUX,2003,Heat wave,Luxembourg,LUX,Western Europe,Europe,,,,,,2003,7,,2003,7,,170.0,,,,,67.8888956921058,"Diekirch, Grevenmacher, Luxembourg provinces",LU,LU,49.815273,6.129583,Luxembourg,63,Millions,26227.287,4607.40283203,Fruit Primary,69270,447.0,63,63
162,63,2003-0391-LUX,2003,Heat wave,Luxembourg,LUX,Western Europe,Europe,,,,,,2003,7,,2003,7,,170.0,,,,,67.8888956921058,"Diekirch, Grevenmacher, Luxembourg provinces",LU,LU,49.815273,6.129583,Luxembourg,63,Millions,26227.287,4607.40283203,"Milk, Total",58670,447.0,63,63
163,63,2003-0391-LUX,2003,Heat wave,Luxembourg,LUX,Western Europe,Europe,,,,,,2003,7,,2003,7,,170.0,,,,,67.8888956921058,"Diekirch, Grevenmacher, Luxembourg provinces",LU,LU,49.815273,6.129583,Luxembourg,63,Millions,26227.287,4607.40283203,Vegetables Primary,166842,447.0,63,63
164,65,2003-0250-PAK,2003,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,50.0,2003,5,1.0,2003,6,6.0,200.0,,,,,67.8888956921058,Punjab province,PA,PA,8.537981,-80.782127,Panama,65,Millions,...,14.45083237,"Cereals, Total",23206,153093.0,65,65
165,65,2003-0250-PAK,2003,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,50.0,2003,5,1.0,2003,6,6.0,200.0,,,,,67.8888956921058,Punjab province,PA,PA,8.537981,-80.782127,Panama,65,Millions,...,14.45083237,Fruit Primary,79261,153093.0,65,65
166,65,2003-0250-PAK,2003,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,50.0,2003,5,1.0,2003,6,6.0,200.0,,,,,67.8888956921058,Punjab province,PA,PA,8.537981,-80.782127,Panama,65,Millions,...,14.45083237,"Milk, Total",11965,153093.0,65,65
167,65,2003-0250-PAK,2003,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,50.0,2003,5,1.0,2003,6,6.0,200.0,,,,,67.8888956921058,Punjab province,PA,PA,8.537981,-80.782127,Panama,65,Millions,...,14.45083237,Vegetables Primary,128218,153093.0,65,65
168,66,2003-0391-PRT,2003,Heat wave,Portugal,PRT,Southern Europe,Europe,,,,,,2003,8,,2003,8,,2696.0,,,,,67.8888956921058,"Aveiro, Beja, Braga, Braganca, Castelo Branco, Coimbra, Evora, Faro, Guadra, Leiria, Lisboa, Portoalegre, Porto, Santarem, Setubal, Viana Do Castelo, Vila Real, Viseu provinces",PR,PR,18.220833,-66.590149,Puerto Rico,66,Millions,146067.858,1443.37792969,"Cereals, Total",26432,10430.0,66,66
169,66,2003-0391-PRT,2003,Heat wave,Portugal,PRT,Southern Europe,Europe,,,,,,2003,8,,2003,8,,2696.0,,,,,67.8888956921058,"Aveiro, Beja, Braga, Braganca, Castelo Branco, Coimbra, Evora, Faro, Guadra, Leiria, Lisboa, Portoalegre, Porto, Santarem, Setubal, Viana Do Castelo, Vila Real, Viseu provinces",PR,PR,18.220833,-66.590149,Puerto Rico,66,Millions,146067.858,1443.37792969,Fruit Primary,60598,10430.0,66,66
170,66,2003-0391-PRT,2003,Heat wave,Portugal,PRT,Southern Europe,Europe,,,,,,2003,8,,2003,8,,2696.0,,,,,67.8888956921058,"Aveiro, Beja, Braga, Braganca, Castelo Branco, Coimbra, Evora, Faro, Guadra, Leiria, Lisboa, Portoalegre, Porto, Santarem, Setubal, Viana Do Castelo, Vila Real, Viseu provinces",PR,PR,18.220833,-66.590149,Puerto Rico,66,Millions,146067.858,1443.37792969,"Milk, Total",24085,10430.0,66,66
171,66,2003-0391-PRT,2003,Heat wave,Portugal,PRT,Southern Europe,Europe,,,,,,2003,8,,2003,8,,2696.0,,,,,67.8888956921058,"Aveiro, Beja, Braga, Braganca, Castelo Branco, Coimbra, Evora, Faro, Guadra, Leiria, Lisboa, Portoalegre, Porto, Santarem, Setubal, Viana Do Castelo, Vila Real, Viseu provinces",PR,PR,18.220833,-66.590149,Puerto Rico,66,Millions,146067.858,1443.37792969,Vegetables Primary,286199,10430.0,66,66
172,68,2004-0333-ROU,2004,Heat wave,Romania,ROU,Eastern Europe,Europe,,,,,38.0,2004,7,1.0,2004,7,,27.0,,,,,69.7064421605073,"Alba, Arad, Arges, Bacau, Bihor, Bistrita-nasaud, Botosani, Braila, Brasov, Bucuresti, Buzau, Calarasi, Caras-severin, Cluj, Constanta, Covasna, Dimbovita, Boj, Galati, Giurgiu, Gorj, Harghita, Hunedoara, Ialomita, Iasi, Maramures, Mehedinti, Mures, Neamt, Olt, Prahova, Salaj, Satu Mare, Sibiu, Suceava, Teleorman, Timis, Tulcea, Vaslui, Vilcea, Vrancea provinces",RO,RO,45.943161,24.96676,Romania,68,Millions,244688.3,190.7950592,"Cereals, Total",39974,21578.0,68,68
173,68,2004-0333-ROU,2004,Heat wave,Romania,ROU,Eastern Europe,Europe,,,,,38.0,2004,7,1.0,2004,7,,27.0,,,,,69.7064421605073,"Alba, Arad, Arges, Bacau, Bihor, Bistrita-nasaud, Botosani, Braila, Brasov, Bucuresti, Buzau, Calarasi, Caras-severin, Cluj, Constanta, Covasna, Dimbovita, Boj, Galati, Giurgiu, Gorj, Harghita, Hunedoara, Ialomita, Iasi, Maramures, Mehedinti, Mures, Neamt, Olt, Prahova, Salaj, Satu Mare, Sibiu, Suceava, Teleorman, Timis, Tulcea, Vaslui, Vilcea, Vrancea provinces",RO,RO,45.943161,24.96676,Romania,68,Millions,244688.3,190.7950592,Fruit Primary,85046,21578.0,68,68
174,68,2004-0333-ROU,2004,Heat wave,Romania,ROU,Eastern Europe,Europe,,,,,38.0,2004,7,1.0,2004,7,,27.0,,,,,69.7064421605073,"Alba, Arad, Arges, Bacau, Bihor, Bistrita-nasaud, Botosani, Braila, Brasov, Bucuresti, Buzau, Calarasi, Caras-severin, Cluj, Constanta, Covasna, Dimbovita, Boj, Galati, Giurgiu, Gorj, Harghita, Hunedoara, Ialomita, Iasi, Maramures, Mehedinti, Mures, Neamt, Olt, Prahova, Salaj, Satu Mare, Sibiu, Suceava, Teleorman, Timis, Tulcea, Vaslui, Vilcea, Vrancea provinces",RO,RO,45.943161,24.96676,Romania,68,Millions,244688.3,190.7950592,"Milk, Total",7793,21578.0,68,68
175,68,2004-0333-ROU,2004,Heat wave,Romania,ROU,Eastern Europe,Europe,,,,,38.0,2004,7,1.0,2004,7,,27.0,,,,,69.7064421605073,"Alba, Arad, Arges, Bacau, Bihor, Bistrita-nasaud, Botosani, Braila, Brasov, Bucuresti, Buzau, Calarasi, Caras-severin, Cluj, Constanta, Covasna, Dimbovita, Boj, Galati, Giurgiu, Gorj, Harghita, Hunedoara, Ialomita, Iasi, Maramures, Mehedinti, Mures, Neamt, Olt, Prahova, Salaj, Satu Mare, Sibiu, Suceava, Teleorman, Timis, Tulcea, Vaslui, Vilcea, Vrancea provinces",RO,RO,45.943161,24.96676,Romania,68,Millions,244688.3,190.7950592,Vegetables Primary,166291,21578.0,68,68
176,70,2005-0323-BGD,2005,Heat wave,Bangladesh,BGD,Southern Asia,Asia,,,,,,2005,7,,2005,7,,,,,,,72.0714104526569,"Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet provinces",BG,BG,42.733883,25.48583,Bulgaria,70,Millions,4301025.45721853,11.60705376,"Cereals, Total",36816,139036.0,70,70
177,70,2005-0323-BGD,2005,Heat wave,Bangladesh,BGD,Southern Asia,Asia,,,,,,2005,7,,2005,7,,,,,,,72.0714104526569,"Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet provinces",BG,BG,42.733883,25.48583,Bulgaria,70,Millions,4301025.45721853,11.60705376,Fruit Primary,77141,139036.0,70,70
178,70,2005-0323-BGD,2005,Heat wave,Bangladesh,BGD,Southern Asia,Asia,,,,,,2005,7,,2005,7,,,,,,,72.0714104526569,"Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet provinces",BG,BG,42.733883,25.48583,Bulgaria,70,Millions,4301025.45721853,11.60705376,"Milk, Total",1108,139036.0,70,70
179,70,2005-0323-BGD,2005,Heat wave,Bangladesh,BGD,Southern Asia,Asia,,,,,,2005,7,,2005,7,,,,,,,72.0714104526569,"Barisal, Chittagong, Dhaka, Khulna, Rajshahi, Rangpur, Sylhet provinces",BG,BG,42.733883,25.48583,Bulgaria,70,Millions,4301025.45721853,11.60705376,Vegetables Primary,64733,139036.0,70,70
180,72,2005-0323-IND,2005,Heat wave,India,IND,Southern Asia,Asia,,,,,49.0,2005,6,,2005,6,,329.0,,,,,72.0714104526569,"Uttar Pradesh, Bihar, West Bengal, Orissa, Maharashtra, Andhra Pradesh provinces",IN,IN,20.593684,78.96288,India,72,Millions,34958200,27.66702271,"Cereals, Total",24116,1147610.0,72,72
181,72,2005-0323-IND,2005,Heat wave,India,IND,Southern Asia,Asia,,,,,49.0,2005,6,,2005,6,,329.0,,,,,72.0714104526569,"Uttar Pradesh, Bihar, West Bengal, Orissa, Maharashtra, Andhra Pradesh provinces",IN,IN,20.593684,78.96288,India,72,Millions,34958200,27.66702271,Fruit Primary,107592,1147610.0,72,72
182,72,2005-0323-IND,2005,Heat wave,India,IND,Southern Asia,Asia,,,,,49.0,2005,6,,2005,6,,329.0,,,,,72.0714104526569,"Uttar Pradesh, Bihar, West Bengal, Orissa, Maharashtra, Andhra Pradesh provinces",IN,IN,20.593684,78.96288,India,72,Millions,34958200,27.66702271,"Milk, Total",8875,1147610.0,72,72
183,72,2005-0323-IND,2005,Heat wave,India,IND,Southern Asia,Asia,,,,,49.0,2005,6,,2005,6,,329.0,,,,,72.0714104526569,"Uttar Pradesh, Bihar, West Bengal, Orissa, Maharashtra, Andhra Pradesh provinces",IN,IN,20.593684,78.96288,India,72,Millions,34958200,27.66702271,Vegetables Primary,122951,1147610.0,72,72
184,73,2006-0383-BEL,2006,Heat wave,Belgium,BEL,Western Europe,Europe,,,,,,2006,6,,2006,7,,940.0,,,,,74.3963874917997,"Vlaams Geweest, Region de bruxelles-Capitale/Brussels Hoofdstedelijk Gewes, Region wallonne",BE,BE,50.503887,4.469936,Belgium,73,Millions,325151.5,3558.12133789,"Cereals, Total",83733,10619.0,73,73
185,73,2006-0383-BEL,2006,Heat wave,Belgium,BEL,Western Europe,Europe,,,,,,2006,6,,2006,7,,940.0,,,,,74.3963874917997,"Vlaams Geweest, Region de bruxelles-Capitale/Brussels Hoofdstedelijk Gewes, Region wallonne",BE,BE,50.503887,4.469936,Belgium,73,Millions,325151.5,3558.12133789,Fruit Primary,330245,10619.0,73,73
186,73,2006-0383-BEL,2006,Heat wave,Belgium,BEL,Western Europe,Europe,,,,,,2006,6,,2006,7,,940.0,,,,,74.3963874917997,"Vlaams Geweest, Region de bruxelles-Capitale/Brussels Hoofdstedelijk Gewes, Region wallonne",BE,BE,50.503887,4.469936,Belgium,73,Millions,325151.5,3558.12133789,"Milk, Total",54792,10619.0,73,73
187,73,2006-0383-BEL,2006,Heat wave,Belgium,BEL,Western Europe,Europe,,,,,,2006,6,,2006,7,,940.0,,,,,74.3963874917997,"Vlaams Geweest, Region de bruxelles-Capitale/Brussels Hoofdstedelijk Gewes, Region wallonne",BE,BE,50.503887,4.469936,Belgium,73,Millions,325151.5,3558.12133789,Vegetables Primary,306088,10619.0,73,73
188,74,2006-0383-DEU,2006,Heat wave,Germany,DEU,Western Europe,Europe,,,,,,2006,7,15.0,2006,7,23.0,2.0,,,,,74.3963874917997,"Dresden city (Dresden district, Sachsen province), Brombach lake (Mittelfranken district, Bayern province)",DE,DE,51.165691,10.451526,Germany,74,Millions,2385080,3697.92163086,"Cereals, Total",64866,81472.0,74,74
189,74,2006-0383-DEU,2006,Heat wave,Germany,DEU,Western Europe,Europe,,,,,,2006,7,15.0,2006,7,23.0,2.0,,,,,74.3963874917997,"Dresden city (Dresden district, Sachsen province), Brombach lake (Mittelfranken district, Bayern province)",DE,DE,51.165691,10.451526,Germany,74,Millions,2385080,3697.92163086,Fruit Primary,145958,81472.0,74,74
190,74,2006-0383-DEU,2006,Heat wave,Germany,DEU,Western Europe,Europe,,,,,,2006,7,15.0,2006,7,23.0,2.0,,,,,74.3963874917997,"Dresden city (Dresden district, Sachsen province), Brombach lake (Mittelfranken district, Bayern province)",DE,DE,51.165691,10.451526,Germany,74,Millions,2385080,3697.92163086,"Milk, Total",68080,81472.0,74,74
191,74,2006-0383-DEU,2006,Heat wave,Germany,DEU,Western Europe,Europe,,,,,,2006,7,15.0,2006,7,23.0,2.0,,,,,74.3963874917997,"Dresden city (Dresden district, Sachsen province), Brombach lake (Mittelfranken district, Bayern province)",DE,DE,51.165691,10.451526,Germany,74,Millions,2385080,3697.92163086,Vegetables Primary,291683,81472.0,74,74
192,75,2006-0383-ESP,2006,Heat wave,Spain,ESP,Southern Europe,Europe,,,,,40.0,2006,7,15.0,2006,8,4.0,21.0,,,,,74.3963874917997,"Cataluña/Catalunya, Comunitat Valenciana provinces",ES,ES,40.463667,-3.74922,Spain,75,Millions,1003823,2242.17822266,"Cereals, Total",30282,44729.0,75,75
193,75,2006-0383-ESP,2006,Heat wave,Spain,ESP,Southern Europe,Europe,,,,,40.0,2006,7,15.0,2006,8,4.0,21.0,,,,,74.3963874917997,"Cataluña/Catalunya, Comunitat Valenciana provinces",ES,ES,40.463667,-3.74922,Spain,75,Millions,1003823,2242.17822266,Fruit Primary,107971,44729.0,75,75
194,75,2006-0383-ESP,2006,Heat wave,Spain,ESP,Southern Europe,Europe,,,,,40.0,2006,7,15.0,2006,8,4.0,21.0,,,,,74.3963874917997,"Cataluña/Catalunya, Comunitat Valenciana provinces",ES,ES,40.463667,-3.74922,Spain,75,Millions,1003823,2242.17822266,"Milk, Total",14251,44729.0,75,75
195,75,2006-0383-ESP,2006,Heat wave,Spain,ESP,Southern Europe,Europe,,,,,40.0,2006,7,15.0,2006,8,4.0,21.0,,,,,74.3963874917997,"Cataluña/Catalunya, Comunitat Valenciana provinces",ES,ES,40.463667,-3.74922,Spain,75,Millions,1003823,2242.17822266,Vegetables Primary,341527,44729.0,75,75
196,76,2006-0383-FRA,2006,Heat wave,France,FRA,Western Europe,Europe,,,,,37.0,2006,7,15.0,2006,7,23.0,1388.0,,,,,74.3963874917997,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",FR,FR,46.227638,2.213749,France,76,Millions,1848151,3811.55175781,"Cereals, Total",68005,61509.0,76,76
197,76,2006-0383-FRA,2006,Heat wave,France,FRA,Western Europe,Europe,,,,,37.0,2006,7,15.0,2006,7,23.0,1388.0,,,,,74.3963874917997,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",FR,FR,46.227638,2.213749,France,76,Millions,1848151,3811.55175781,Fruit Primary,97373,61509.0,76,76
198,76,2006-0383-FRA,2006,Heat wave,France,FRA,Western Europe,Europe,,,,,37.0,2006,7,15.0,2006,7,23.0,1388.0,,,,,74.3963874917997,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",FR,FR,46.227638,2.213749,France,76,Millions,1848151,3811.55175781,"Milk, Total",38773,61509.0,76,76
199,76,2006-0383-FRA,2006,Heat wave,France,FRA,Western Europe,Europe,,,,,37.0,2006,7,15.0,2006,7,23.0,1388.0,,,,,74.3963874917997,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",FR,FR,46.227638,2.213749,France,76,Millions,1848151,3811.55175781,Vegetables Primary,235498,61509.0,76,76
200,77,2006-0237-IND,2006,Heat wave,India,IND,Southern Asia,Asia,,,,,,2006,5,,2006,5,,47.0,,,,,74.3963874917997,"Uttar Pradesh, Orissa, Punjab, Delhi provinces",IN,IN,20.593684,78.96288,India,77,Millions,40486400,29.56233788,"Cereals, Total",24465,1165486.0,77,77
201,77,2006-0237-IND,2006,Heat wave,India,IND,Southern Asia,Asia,,,,,,2006,5,,2006,5,,47.0,,,,,74.3963874917997,"Uttar Pradesh, Orissa, Punjab, Delhi provinces",IN,IN,20.593684,78.96288,India,77,Millions,40486400,29.56233788,Fruit Primary,108451,1165486.0,77,77
