,Index,Dis No,Year,Disaster Subtype,Country,ISO,Region,Continent,Associated Dis,Associated Dis2,Appeal,Declaration,Dis Mag Value,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,CPI,Location,Code,country,latitude,longitude,name,num,GDP_Scale,GDP_value,HE_value,FAO_Item,FAO_Value,Population_value,No,Index
73,27,2000-0473-ISR,2000,Heat wave,Israel,ISR,Western Asia,Asia,,,,,45.0,2000,7,,2000,7,,,,,,,63.5495473431008,"Central District, Haifa, Jerusalem, Northern, Southern District, Tel Aviv provinces",IS,IS,64.963051,-19.020835,Iceland,27,Millions,540061.2,1513.94470215,Fruit Primary,197900,5946.0,27,27
74,27,2000-0473-ISR,2000,Heat wave,Israel,ISR,Western Asia,Asia,,,,,45.0,2000,7,,2000,7,,,,,,,63.5495473431008,"Central District, Haifa, Jerusalem, Northern, Southern District, Tel Aviv provinces",IS,IS,64.963051,-19.020835,Iceland,27,Millions,540061.2,1513.94470215,"Milk, Total",33167,5946.0,27,27
75,27,2000-0473-ISR,2000,Heat wave,Israel,ISR,Western Asia,Asia,,,,,45.0,2000,7,,2000,7,,,,,,,63.5495473431008,"Central District, Haifa, Jerusalem, Northern, Southern District, Tel Aviv provinces",IS,IS,64.963051,-19.020835,Iceland,27,Millions,540061.2,1513.94470215,Vegetables Primary,308815,5946.0,27,27
76,28,2000-0471-JOR,2000,Heat wave,Jordan,JOR,Western Asia,Asia,,,,,43.0,2000,7,,2000,7,,,12.0,,,12.0,63.5495473431008,Amman province,JO,JO,30.585164,36.238414,Jordan,28,Millions,6185.74889011293,159.14764404,"Cereals, Total",17283,5122.0,28,28
77,28,2000-0471-JOR,2000,Heat wave,Jordan,JOR,Western Asia,Asia,,,,,43.0,2000,7,,2000,7,,,12.0,,,12.0,63.5495473431008,Amman province,JO,JO,30.585164,36.238414,Jordan,28,Millions,6185.74889011293,159.14764404,Fruit Primary,121002,5122.0,28,28
78,28,2000-0471-JOR,2000,Heat wave,Jordan,JOR,Western Asia,Asia,,,,,43.0,2000,7,,2000,7,,,12.0,,,12.0,63.5495473431008,Amman province,JO,JO,30.585164,36.238414,Jordan,28,Millions,6185.74889011293,159.14764404,"Milk, Total",1775,5122.0,28,28
79,28,2000-0471-JOR,2000,Heat wave,Jordan,JOR,Western Asia,Asia,,,,,43.0,2000,7,,2000,7,,,12.0,,,12.0,63.5495473431008,Amman province,JO,JO,30.585164,36.238414,Jordan,28,Millions,6185.74889011293,159.14764404,Vegetables Primary,299110,5122.0,28,28
80,29,2000-0487-MAR,2000,Heat wave,Morocco,MAR,Northern Africa,Africa,,,,,51.0,2000,8,,2000,8,,,,,,,63.5495473431008,"Settat district (Chaouia-Ouardigha province), Casablanca district (Grand Casablanca province), Gharb-Chrarda-Beni Hssen province",MA,MA,31.791702,-7.09262,Morocco,29,Millions,...,53.68618393,"Cereals, Total",3668,28794.0,29,29
81,29,2000-0487-MAR,2000,Heat wave,Morocco,MAR,Northern Africa,Africa,,,,,51.0,2000,8,,2000,8,,,,,,,63.5495473431008,"Settat district (Chaouia-Ouardigha province), Casablanca district (Grand Casablanca province), Gharb-Chrarda-Beni Hssen province",MA,MA,31.791702,-7.09262,Morocco,29,Millions,...,53.68618393,Fruit Primary,105379,28794.0,29,29
82,29,2000-0487-MAR,2000,Heat wave,Morocco,MAR,Northern Africa,Africa,,,,,51.0,2000,8,,2000,8,,,,,,,63.5495473431008,"Settat district (Chaouia-Ouardigha province), Casablanca district (Grand Casablanca province), Gharb-Chrarda-Beni Hssen province",MA,MA,31.791702,-7.09262,Morocco,29,Millions,...,53.68618393,"Milk, Total",3647,28794.0,29,29
83,29,2000-0487-MAR,2000,Heat wave,Morocco,MAR,Northern Africa,Africa,,,,,51.0,2000,8,,2000,8,,,,,,,63.5495473431008,"Settat district (Chaouia-Ouardigha province), Casablanca district (Grand Casablanca province), Gharb-Chrarda-Beni Hssen province",MA,MA,31.791702,-7.09262,Morocco,29,Millions,...,53.68618393,Vegetables Primary,196901,28794.0,29,29
84,31,2000-0381-TUR,2000,Heat wave,Turkey,TUR,Western Asia,Asia,Drought,,,,46.0,2000,6,,2000,7,,11.0,300.0,,,300.0,63.5495473431008,"Adana, Adiyaman, Afyon, Agri, Aksaray, Amasya, Ankara, Antalya, Ardahan, Artvin, Aydin, Balikesir, Bartin, Batman, Bayburt, Bilecik, Bingol, Bitlis, Bolu, Burdur, Bursa, Canakkale, Cankiri, Corum, Denizli, Diyarbakir, Edirne, Elazig, Erzincan, Erzurum, Eskisehir, Gaziantep, Giresun, Gumushane, Hakkari, Hatay, Icel, Igdir, Isparta, Istanbul, Izmir, K.maras, Karabuk, Karaman, Kars, Kastamonu, Kayseri, Kilis, Kirikkale, Kirklareli, Kirsehir, Kocaeli, Konya, Kutahya, Malatya, Manisa, Mardin, Mugla, Mus, Nevsehir, Nigde, Ordu, Osmaniye, Rize, Sakarya, Samsun, Sanliurfa, Siirt, Sinop, Sirnak, Sivas, Tekirdag, Tokat, Trabzon, Tunceli, Usak, Van, Yalova, Yozgat, Zonguldak provinces",TU,,,,,31,Millions,171494.21,199.49937439,"Cereals, Total",23706,63240.0,31,31
85,31,2000-0381-TUR,2000,Heat wave,Turkey,TUR,Western Asia,Asia,Drought,,,,46.0,2000,6,,2000,7,,11.0,300.0,,,300.0,63.5495473431008,"Adana, Adiyaman, Afyon, Agri, Aksaray, Amasya, Ankara, Antalya, Ardahan, Artvin, Aydin, Balikesir, Bartin, Batman, Bayburt, Bilecik, Bingol, Bitlis, Bolu, Burdur, Bursa, Canakkale, Cankiri, Corum, Denizli, Diyarbakir, Edirne, Elazig, Erzincan, Erzurum, Eskisehir, Gaziantep, Giresun, Gumushane, Hakkari, Hatay, Icel, Igdir, Isparta, Istanbul, Izmir, K.maras, Karabuk, Karaman, Kars, Kastamonu, Kayseri, Kilis, Kirikkale, Kirklareli, Kirsehir, Kocaeli, Konya, Kutahya, Malatya, Manisa, Mardin, Mugla, Mus, Nevsehir, Nigde, Ordu, Osmaniye, Rize, Sakarya, Samsun, Sanliurfa, Siirt, Sinop, Sirnak, Sivas, Tekirdag, Tokat, Trabzon, Tunceli, Usak, Van, Yalova, Yozgat, Zonguldak provinces",TU,,,,,31,Millions,171494.21,199.49937439,Fruit Primary,124770,63240.0,31,31
86,31,2000-0381-TUR,2000,Heat wave,Turkey,TUR,Western Asia,Asia,Drought,,,,46.0,2000,6,,2000,7,,11.0,300.0,,,300.0,63.5495473431008,"Adana, Adiyaman, Afyon, Agri, Aksaray, Amasya, Ankara, Antalya, Ardahan, Artvin, Aydin, Balikesir, Bartin, Batman, Bayburt, Bilecik, Bingol, Bitlis, Bolu, Burdur, Bursa, Canakkale, Cankiri, Corum, Denizli, Diyarbakir, Edirne, Elazig, Erzincan, Erzurum, Eskisehir, Gaziantep, Giresun, Gumushane, Hakkari, Hatay, Icel, Igdir, Isparta, Istanbul, Izmir, K.maras, Karabuk, Karaman, Kars, Kastamonu, Kayseri, Kilis, Kirikkale, Kirklareli, Kirsehir, Kocaeli, Konya, Kutahya, Malatya, Manisa, Mardin, Mugla, Mus, Nevsehir, Nigde, Ordu, Osmaniye, Rize, Sakarya, Samsun, Sanliurfa, Siirt, Sinop, Sirnak, Sivas, Tekirdag, Tokat, Trabzon, Tunceli, Usak, Van, Yalova, Yozgat, Zonguldak provinces",TU,,,,,31,Millions,171494.21,199.49937439,"Milk, Total",3908,63240.0,31,31
87,31,2000-0381-TUR,2000,Heat wave,Turkey,TUR,Western Asia,Asia,Drought,,,,46.0,2000,6,,2000,7,,11.0,300.0,,,300.0,63.5495473431008,"Adana, Adiyaman, Afyon, Agri, Aksaray, Amasya, Ankara, Antalya, Ardahan, Artvin, Aydin, Balikesir, Bartin, Batman, Bayburt, Bilecik, Bingol, Bitlis, Bolu, Burdur, Bursa, Canakkale, Cankiri, Corum, Denizli, Diyarbakir, Edirne, Elazig, Erzincan, Erzurum, Eskisehir, Gaziantep, Giresun, Gumushane, Hakkari, Hatay, Icel, Igdir, Isparta, Istanbul, Izmir, K.maras, Karabuk, Karaman, Kars, Kastamonu, Kayseri, Kilis, Kirikkale, Kirklareli, Kirsehir, Kocaeli, Konya, Kutahya, Malatya, Manisa, Mardin, Mugla, Mus, Nevsehir, Nigde, Ordu, Osmaniye, Rize, Sakarya, Samsun, Sanliurfa, Siirt, Sinop, Sirnak, Sivas, Tekirdag, Tokat, Trabzon, Tunceli, Usak, Van, Yalova, Yozgat, Zonguldak provinces",TU,,,,,31,Millions,171494.21,199.49937439,Vegetables Primary,268129,63240.0,31,31
88,32,2000-0351-PAK,2000,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,46.0,2000,6,,2000,6,,24.0,,,,,63.5495473431008,Punjab province,PA,PA,8.537981,-80.782127,Panama,32,Millions,...,15.58189678,"Cereals, Total",24045,142344.0,32,32
89,32,2000-0351-PAK,2000,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,46.0,2000,6,,2000,6,,24.0,,,,,63.5495473431008,Punjab province,PA,PA,8.537981,-80.782127,Panama,32,Millions,...,15.58189678,Fruit Primary,89058,142344.0,32,32
90,32,2000-0351-PAK,2000,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,46.0,2000,6,,2000,6,,24.0,,,,,63.5495473431008,Punjab province,PA,PA,8.537981,-80.782127,Panama,32,Millions,...,15.58189678,"Milk, Total",11181,142344.0,32,32
91,32,2000-0351-PAK,2000,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,46.0,2000,6,,2000,6,,24.0,,,,,63.5495473431008,Punjab province,PA,PA,8.537981,-80.782127,Panama,32,Millions,...,15.58189678,Vegetables Primary,135528,142344.0,32,32
92,33,2000-0380-ROU,2000,Heat wave,Romania,ROU,Eastern Europe,Europe,,,,,43.0,2000,7,,2000,7,,6.0,100.0,,,100.0,63.5495473431008,"Bucuresti, Dolj provinces",RO,RO,45.943161,24.96676,Romania,33,Millions,80873.1,69.89345551,"Cereals, Total",19278,22137.0,33,33
93,33,2000-0380-ROU,2000,Heat wave,Romania,ROU,Eastern Europe,Europe,,,,,43.0,2000,7,,2000,7,,6.0,100.0,,,100.0,63.5495473431008,"Bucuresti, Dolj provinces",RO,RO,45.943161,24.96676,Romania,33,Millions,80873.1,69.89345551,Fruit Primary,63618,22137.0,33,33
94,33,2000-0380-ROU,2000,Heat wave,Romania,ROU,Eastern Europe,Europe,,,,,43.0,2000,7,,2000,7,,6.0,100.0,,,100.0,63.5495473431008,"Bucuresti, Dolj provinces",RO,RO,45.943161,24.96676,Romania,33,Millions,80873.1,69.89345551,"Milk, Total",6192,22137.0,33,33
95,33,2000-0380-ROU,2000,Heat wave,Romania,ROU,Eastern Europe,Europe,,,,,43.0,2000,7,,2000,7,,6.0,100.0,,,100.0,63.5495473431008,"Bucuresti, Dolj provinces",RO,RO,45.943161,24.96676,Romania,33,Millions,80873.1,69.89345551,Vegetables Primary,112997,22137.0,33,33
96,37,2002-0290-IND,2002,Heat wave,India,IND,Southern Asia,Asia,,,,,50.0,2002,5,10.0,2002,5,22.0,1030.0,,,,,66.3819636999782,"Madhya Pradesh, Andhra Pradesh, Uttar Pradesh, Delhi, Rajasthan, Punjab, Haryana, Orissa, West Bengal provinces",IN,IN,20.593684,78.96288,India,37,Millions,...,20.23548126,"Cereals, Total",21873,1093317.0,37,37
97,37,2002-0290-IND,2002,Heat wave,India,IND,Southern Asia,Asia,,,,,50.0,2002,5,10.0,2002,5,22.0,1030.0,,,,,66.3819636999782,"Madhya Pradesh, Andhra Pradesh, Uttar Pradesh, Delhi, Rajasthan, Punjab, Haryana, Orissa, West Bengal provinces",IN,IN,20.593684,78.96288,India,37,Millions,...,20.23548126,Fruit Primary,110185,1093317.0,37,37
98,37,2002-0290-IND,2002,Heat wave,India,IND,Southern Asia,Asia,,,,,50.0,2002,5,10.0,2002,5,22.0,1030.0,,,,,66.3819636999782,"Madhya Pradesh, Andhra Pradesh, Uttar Pradesh, Delhi, Rajasthan, Punjab, Haryana, Orissa, West Bengal provinces",IN,IN,20.593684,78.96288,India,37,Millions,...,20.23548126,"Milk, Total",8076,1093317.0,37,37
99,37,2002-0290-IND,2002,Heat wave,India,IND,Southern Asia,Asia,,,,,50.0,2002,5,10.0,2002,5,22.0,1030.0,,,,,66.3819636999782,"Madhya Pradesh, Andhra Pradesh, Uttar Pradesh, Delhi, Rajasthan, Punjab, Haryana, Orissa, West Bengal provinces",IN,IN,20.593684,78.96288,India,37,Millions,...,20.23548126,Vegetables Primary,121295,1093317.0,37,37
100,41,2002-0354-NGA,2002,Heat wave,Nigeria,NGA,Western Africa,Africa,,,,,60.0,2002,6,,2002,6,,60.0,,,,,66.3819636999782,Maiduguri district (Borno province),NG,NG,9.081999,8.675277,Nigeria,41,Millions,11501450.3992172,18.20248985,"Cereals, Total",12552,128596.0,41,41
101,41,2002-0354-NGA,2002,Heat wave,Nigeria,NGA,Western Africa,Africa,,,,,60.0,2002,6,,2002,6,,60.0,,,,,66.3819636999782,Maiduguri district (Borno province),NG,NG,9.081999,8.675277,Nigeria,41,Millions,11501450.3992172,18.20248985,Fruit Primary,54068,128596.0,41,41
102,41,2002-0354-NGA,2002,Heat wave,Nigeria,NGA,Western Africa,Africa,,,,,60.0,2002,6,,2002,6,,60.0,,,,,66.3819636999782,Maiduguri district (Borno province),NG,NG,9.081999,8.675277,Nigeria,41,Millions,11501450.3992172,18.20248985,"Milk, Total",2450,128596.0,41,41
103,41,2002-0354-NGA,2002,Heat wave,Nigeria,NGA,Western Africa,Africa,,,,,60.0,2002,6,,2002,6,,60.0,,,,,66.3819636999782,Maiduguri district (Borno province),NG,NG,9.081999,8.675277,Nigeria,41,Millions,11501450.3992172,18.20248985,Vegetables Primary,55105,128596.0,41,41
104,42,2002-0284-PAK,2002,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,50.0,2002,5,,2002,5,,113.0,24.0,,,24.0,66.3819636999782,"Balochistan, Punjab, Sindh provinces",PA,PA,8.537981,-80.782127,Panama,42,Millions,...,15.18973827,"Cereals, Total",22602,149550.0,42,42
105,42,2002-0284-PAK,2002,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,50.0,2002,5,,2002,5,,113.0,24.0,,,24.0,66.3819636999782,"Balochistan, Punjab, Sindh provinces",PA,PA,8.537981,-80.782127,Panama,42,Millions,...,15.18973827,Fruit Primary,88953,149550.0,42,42
106,42,2002-0284-PAK,2002,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,50.0,2002,5,,2002,5,,113.0,24.0,,,24.0,66.3819636999782,"Balochistan, Punjab, Sindh provinces",PA,PA,8.537981,-80.782127,Panama,42,Millions,...,15.18973827,"Milk, Total",11945,149550.0,42,42
107,42,2002-0284-PAK,2002,Heat wave,Pakistan,PAK,Southern Asia,Asia,,,,,50.0,2002,5,,2002,5,,113.0,24.0,,,24.0,66.3819636999782,"Balochistan, Punjab, Sindh provinces",PA,PA,8.537981,-80.782127,Panama,42,Millions,...,15.18973827,Vegetables Primary,129119,149550.0,42,42
108,44,2003-0391-AUT,2003,Heat wave,Austria,AUT,Western Europe,Europe,Wildfire,Drought,,,,2003,7,,2003,8,,345.0,,,,,67.8888956921058,"Burgenland, Karnten, Niederosterreich, Oberosterreich, Steiernark, Salzburg, Tirol, Voralberg, Wien provinces",AU,AU,-25.274398,133.775136,Australia,44,Millions,231862.46,3091.24023438,"Cereals, Total",52554,8176.0,44,44
109,44,2003-0391-AUT,2003,Heat wave,Austria,AUT,Western Europe,Europe,Wildfire,Drought,,,,2003,7,,2003,8,,345.0,,,,,67.8888956921058,"Burgenland, Karnten, Niederosterreich, Oberosterreich, Steiernark, Salzburg, Tirol, Voralberg, Wien provinces",AU,AU,-25.274398,133.775136,Australia,44,Millions,231862.46,3091.24023438,Fruit Primary,166870,8176.0,44,44
110,44,2003-0391-AUT,2003,Heat wave,Austria,AUT,Western Europe,Europe,Wildfire,Drought,,,,2003,7,,2003,8,,345.0,,,,,67.8888956921058,"Burgenland, Karnten, Niederosterreich, Oberosterreich, Steiernark, Salzburg, Tirol, Voralberg, Wien provinces",AU,AU,-25.274398,133.775136,Australia,44,Millions,231862.46,3091.24023438,"Milk, Total",51759,8176.0,44,44
111,44,2003-0391-AUT,2003,Heat wave,Austria,AUT,Western Europe,Europe,Wildfire,Drought,,,,2003,7,,2003,8,,345.0,,,,,67.8888956921058,"Burgenland, Karnten, Niederosterreich, Oberosterreich, Steiernark, Salzburg, Tirol, Voralberg, Wien provinces",AU,AU,-25.274398,133.775136,Australia,44,Millions,231862.46,3091.24023438,Vegetables Primary,377180,8176.0,44,44
112,45,2003-0391-BEL,2003,Heat wave,Belgium,BEL,Western Europe,Europe,Drought,,,,,2003,8,1.0,2003,8,15.0,1175.0,,,,,67.8888956921058,"Region de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewes, Region wallonne, Vlaams Gewest provinces",BE,BE,50.503887,4.469936,Belgium,45,Millions,281200.2,2828.33349609,"Cereals, Total",85307,10419.0,45,45
113,45,2003-0391-BEL,2003,Heat wave,Belgium,BEL,Western Europe,Europe,Drought,,,,,2003,8,1.0,2003,8,15.0,1175.0,,,,,67.8888956921058,"Region de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewes, Region wallonne, Vlaams Gewest provinces",BE,BE,50.503887,4.469936,Belgium,45,Millions,281200.2,2828.33349609,Fruit Primary,305074,10419.0,45,45
114,45,2003-0391-BEL,2003,Heat wave,Belgium,BEL,Western Europe,Europe,Drought,,,,,2003,8,1.0,2003,8,15.0,1175.0,,,,,67.8888956921058,"Region de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewes, Region wallonne, Vlaams Gewest provinces",BE,BE,50.503887,4.469936,Belgium,45,Millions,281200.2,2828.33349609,"Milk, Total",59815,10419.0,45,45
115,45,2003-0391-BEL,2003,Heat wave,Belgium,BEL,Western Europe,Europe,Drought,,,,,2003,8,1.0,2003,8,15.0,1175.0,,,,,67.8888956921058,"Region de Bruxelles-Capitale/Brussels Hoofdstedelijk Gewes, Region wallonne, Vlaams Gewest provinces",BE,BE,50.503887,4.469936,Belgium,45,Millions,281200.2,2828.33349609,Vegetables Primary,295567,10419.0,45,45
116,46,2004-0333-ALB,2004,Heat wave,Albania,ALB,Southern Europe,Europe,,,,,38.0,2004,7,1.0,2004,7,,3.0,,,,,69.7064421605073,"Durres city (Durres district, Durres province)",AL,AL,41.153332,20.168331,Albania,46,Millions,737655.548337,156.56817627,"Cereals, Total",34663,3105.0,46,46
117,46,2004-0333-ALB,2004,Heat wave,Albania,ALB,Southern Europe,Europe,,,,,38.0,2004,7,1.0,2004,7,,3.0,,,,,69.7064421605073,"Durres city (Durres district, Durres province)",AL,AL,41.153332,20.168331,Albania,46,Millions,737655.548337,156.56817627,Fruit Primary,150953,3105.0,46,46
118,46,2004-0333-ALB,2004,Heat wave,Albania,ALB,Southern Europe,Europe,,,,,38.0,2004,7,1.0,2004,7,,3.0,,,,,69.7064421605073,"Durres city (Durres district, Durres province)",AL,AL,41.153332,20.168331,Albania,46,Millions,737655.548337,156.56817627,"Milk, Total",4282,3105.0,46,46
119,46,2004-0333-ALB,2004,Heat wave,Albania,ALB,Southern Europe,Europe,,,,,38.0,2004,7,1.0,2004,7,,3.0,,,,,69.7064421605073,"Durres city (Durres district, Durres province)",AL,AL,41.153332,20.168331,Albania,46,Millions,737655.548337,156.56817627,Vegetables Primary,189790,3105.0,46,46
120,47,2003-0391-CHE,2003,Heat wave,Switzerland,CHE,Western Europe,Europe,Drought,,,,,2003,7,,2003,7,,1039.0,,,,,67.8888956921058,"Aargau, Appenzll Ausser-rhoden, Appenzell Inner-rhoden, Basel-landschaft, Basel-stadt, Bern, Friboug, Genève, Glaurus, Graubünden, Jura, Luzern, Neuchâtel, Nidwalden, Obwalden, Sankt Gallen, Schaffhaussen, Schwyz, Solothurn, Thurgau, Ticino, Uri, Valais, Vaud, Zug, Zurich provinces",CH,CH,46.818188,8.227512,Switzerland,47,Millions,488937.33779,5018.52734375,"Cereals, Total",50865,7268.0,47,47
121,47,2003-0391-CHE,2003,Heat wave,Switzerland,CHE,Western Europe,Europe,Drought,,,,,2003,7,,2003,7,,1039.0,,,,,67.8888956921058,"Aargau, Appenzll Ausser-rhoden, Appenzell Inner-rhoden, Basel-landschaft, Basel-stadt, Bern, Friboug, Genève, Glaurus, Graubünden, Jura, Luzern, Neuchâtel, Nidwalden, Obwalden, Sankt Gallen, Schaffhaussen, Schwyz, Solothurn, Thurgau, Ticino, Uri, Valais, Vaud, Zug, Zurich provinces",CH,CH,46.818188,8.227512,Switzerland,47,Millions,488937.33779,5018.52734375,Fruit Primary,207856,7268.0,47,47
122,47,2003-0391-CHE,2003,Heat wave,Switzerland,CHE,Western Europe,Europe,Drought,,,,,2003,7,,2003,7,,1039.0,,,,,67.8888956921058,"Aargau, Appenzll Ausser-rhoden, Appenzell Inner-rhoden, Basel-landschaft, Basel-stadt, Bern, Friboug, Genève, Glaurus, Graubünden, Jura, Luzern, Neuchâtel, Nidwalden, Obwalden, Sankt Gallen, Schaffhaussen, Schwyz, Solothurn, Thurgau, Ticino, Uri, Valais, Vaud, Zug, Zurich provinces",CH,CH,46.818188,8.227512,Switzerland,47,Millions,488937.33779,5018.52734375,"Milk, Total",57061,7268.0,47,47
123,47,2003-0391-CHE,2003,Heat wave,Switzerland,CHE,Western Europe,Europe,Drought,,,,,2003,7,,2003,7,,1039.0,,,,,67.8888956921058,"Aargau, Appenzll Ausser-rhoden, Appenzell Inner-rhoden, Basel-landschaft, Basel-stadt, Bern, Friboug, Genève, Glaurus, Graubünden, Jura, Luzern, Neuchâtel, Nidwalden, Obwalden, Sankt Gallen, Schaffhaussen, Schwyz, Solothurn, Thurgau, Ticino, Uri, Valais, Vaud, Zug, Zurich provinces",CH,CH,46.818188,8.227512,Switzerland,47,Millions,488937.33779,5018.52734375,Vegetables Primary,206928,7268.0,47,47
124,48,2003-0391-DEU,2003,Heat wave,Germany,DEU,Western Europe,Europe,Drought,,,,,2003,8,,2003,8,,9355.0,,,,,67.8888956921058,"Baden-Wuerttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Nierdersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Thueringen provinces",DE,DE,51.165691,10.451526,Germany,48,Millions,2211570,3152.79418945,"Cereals, Total",57645,81614.0,48,48
125,48,2003-0391-DEU,2003,Heat wave,Germany,DEU,Western Europe,Europe,Drought,,,,,2003,8,,2003,8,,9355.0,,,,,67.8888956921058,"Baden-Wuerttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Nierdersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Thueringen provinces",DE,DE,51.165691,10.451526,Germany,48,Millions,2211570,3152.79418945,Fruit Primary,128160,81614.0,48,48
126,48,2003-0391-DEU,2003,Heat wave,Germany,DEU,Western Europe,Europe,Drought,,,,,2003,8,,2003,8,,9355.0,,,,,67.8888956921058,"Baden-Wuerttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Nierdersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Thueringen provinces",DE,DE,51.165691,10.451526,Germany,48,Millions,2211570,3152.79418945,"Milk, Total",64893,81614.0,48,48
127,48,2003-0391-DEU,2003,Heat wave,Germany,DEU,Western Europe,Europe,Drought,,,,,2003,8,,2003,8,,9355.0,,,,,67.8888956921058,"Baden-Wuerttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Nierdersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Thueringen provinces",DE,DE,51.165691,10.451526,Germany,48,Millions,2211570,3152.79418945,Vegetables Primary,280664,81614.0,48,48
128,49,2003-0391-ESP,2003,Heat wave,Spain,ESP,Southern Europe,Europe,Drought,,,,40.0,2003,8,1.0,2003,8,11.0,15090.0,,,,,67.8888956921058,Andaloucia province,ES,ES,40.463667,-3.74922,Spain,49,Millions,802266,1641.05871582,"Cereals, Total",32507,42596.0,49,49
129,49,2003-0391-ESP,2003,Heat wave,Spain,ESP,Southern Europe,Europe,Drought,,,,40.0,2003,8,1.0,2003,8,11.0,15090.0,,,,,67.8888956921058,Andaloucia province,ES,ES,40.463667,-3.74922,Spain,49,Millions,802266,1641.05871582,Fruit Primary,107288,42596.0,49,49
130,49,2003-0391-ESP,2003,Heat wave,Spain,ESP,Southern Europe,Europe,Drought,,,,40.0,2003,8,1.0,2003,8,11.0,15090.0,,,,,67.8888956921058,Andaloucia province,ES,ES,40.463667,-3.74922,Spain,49,Millions,802266,1641.05871582,"Milk, Total",15005,42596.0,49,49
131,49,2003-0391-ESP,2003,Heat wave,Spain,ESP,Southern Europe,Europe,Drought,,,,40.0,2003,8,1.0,2003,8,11.0,15090.0,,,,,67.8888956921058,Andaloucia province,ES,ES,40.463667,-3.74922,Spain,49,Millions,802266,1641.05871582,Vegetables Primary,338518,42596.0,49,49
132,50,2003-0391-FRA,2003,Heat wave,France,FRA,Western Europe,Europe,Drought,,,,43.0,2003,8,1.0,2003,8,20.0,19490.0,,,,,67.8888956921058,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",FR,FR,46.227638,2.213749,France,50,Millions,1630666,3006.3059082,"Cereals, Total",61253,60252.0,50,50
133,50,2003-0391-FRA,2003,Heat wave,France,FRA,Western Europe,Europe,Drought,,,,43.0,2003,8,1.0,2003,8,20.0,19490.0,,,,,67.8888956921058,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",FR,FR,46.227638,2.213749,France,50,Millions,1630666,3006.3059082,Fruit Primary,93733,60252.0,50,50
134,50,2003-0391-FRA,2003,Heat wave,France,FRA,Western Europe,Europe,Drought,,,,43.0,2003,8,1.0,2003,8,20.0,19490.0,,,,,67.8888956921058,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",FR,FR,46.227638,2.213749,France,50,Millions,1630666,3006.3059082,"Milk, Total",37482,60252.0,50,50
